Step,Coherence_White,Coherence_SFE_Pink
99,0.9999475983815427,0.9977442234688811
100,0.9999474745799948,0.9977065232996128
101,0.9999466221546963,0.9976679338810087
102,0.9999461946426381,0.9976286119865402
103,0.9999457157124835,0.9975893899326863
104,0.9999445869123249,0.9975506813114728
105,0.9999440255103034,0.997511799500652
106,0.9999431139801136,0.9974717935210906
107,0.999942305538702,0.9974317185232981
108,0.9999416845962524,0.997392061475427
109,0.9999411834847767,0.9973497365596276
110,0.9999401331121707,0.9973061655458955
111,0.9999397094595113,0.997263072454447
112,0.9999394614592555,0.9972196864995947
113,0.9999378482838716,0.997178474563019
114,0.9999373063674603,0.9971366384323326
115,0.9999370664026326,0.9970936843725776
116,0.9999365570062468,0.99705064931376
117,0.9999365326115391,0.9970081800934657
118,0.9999369727825175,0.9969637476574084
119,0.9999363457401844,0.9969189638319241
120,0.9999361724783246,0.9968752831367911
121,0.999935872275129,0.9968283723239229
122,0.9999351729121814,0.9967815922195393
123,0.9999349964279183,0.9967355489526807
124,0.9999345342870217,0.9966912911451681
125,0.9999338887060949,0.9966469191289316
126,0.9999333451518286,0.9966018164494724
127,0.9999321587474721,0.9965574383118165
128,0.9999315827845544,0.9965131682815935
129,0.999930929933094,0.9964687340064409
130,0.9999310148806628,0.9964226775505718
131,0.999930079636639,0.9963784393411524
132,0.999929358062305,0.996331575345001
133,0.9999290894030044,0.9962850277880719
134,0.9999281882433261,0.9962384108673871
135,0.9999283421817863,0.996189384363343
136,0.9999276375825166,0.9961424660091502
137,0.999927006059025,0.9960956413290065
138,0.9999270865193951,0.9960468883605081
139,0.9999270571947588,0.9959987482353402
140,0.999926252110777,0.9959504248612423
141,0.9999261197878173,0.9958997120058144
142,0.999926080566698,0.9958489560904623
143,0.9999253295722128,0.9957983437228641
144,0.9999242451291472,0.9957467827346337
145,0.9999240011130269,0.9956938964055598
146,0.9999230923610706,0.9956415094999509
147,0.999922754674948,0.9955884030411019
148,0.9999222525249291,0.9955366034197
149,0.999921526579925,0.9954828895027984
150,0.9999205726215424,0.9954296190492393
151,0.9999202353103323,0.9953767905973895
152,0.999919717451732,0.9953255089436739
153,0.9999196589504762,0.9952721507664263
154,0.9999189726996597,0.9952193596718943
155,0.9999183564155587,0.9951658525926161
156,0.9999179405644174,0.9951122288518115
157,0.9999171227280386,0.9950565698795981
158,0.9999167619919503,0.9950013947041358
159,0.9999164163039347,0.9949466581102036
160,0.9999154246653943,0.994891084581661
161,0.9999150792549378,0.9948325088259401
162,0.9999150325763746,0.9947766022246833
163,0.999914543560682,0.9947233484364211
164,0.999913873015781,0.994666735438928
165,0.9999132426568894,0.9946127157279714
166,0.9999131328540266,0.9945624451259948
167,0.9999117938933493,0.9945063773093642
168,0.9999120821477891,0.9944513922988054
169,0.9999116992381397,0.9943937260350042
170,0.9999107582759998,0.994332557968053
171,0.9999099606490828,0.9942749912570609
172,0.9999086568249029,0.9942188805149585
173,0.9999086817932767,0.9941619361106439
174,0.9999073647919897,0.9941038809587796
175,0.9999070301022541,0.994044321039958
176,0.9999067906655734,0.9939849459969332
177,0.9999062059456618,0.9939234299079617
178,0.9999055393367497,0.9938628168849609
179,0.9999051687066874,0.9938042714784558
180,0.9999049608146181,0.9937391842767869
181,0.9999032631469081,0.9936796487036154
182,0.9999020176577631,0.9936209826729392
183,0.9999013070218137,0.9935624108594328
184,0.9999009248081666,0.9935043002105529
185,0.999899750409101,0.9934444516021963
186,0.999898893866543,0.9933842088359078
187,0.9998979688482125,0.9933230561695302
188,0.9998976138113507,0.9932632434265154
189,0.9998972177562772,0.9932022094508138
190,0.999897124068808,0.9931391720462504
191,0.9998970292848292,0.9930778243636571
192,0.9998959061148042,0.9930188764478607
193,0.9998952260869142,0.9929598559449132
194,0.9998951712646277,0.9928999100807965
195,0.9998948737999469,0.9928415215399193
196,0.9998941070563825,0.9927809837302618
197,0.9998938243878647,0.9927181560964127
198,0.9998928037245655,0.9926553261128549
199,0.9998922683141154,0.9925935154684551
200,0.999891788442799,0.9925298327175097
201,0.9998914359175981,0.9924642708462844
202,0.9998915574179913,0.9923994523038874
203,0.9998905818617956,0.9923344542848056
204,0.9998897841965295,0.992268945127506
205,0.9998891395674048,0.9922055840698845
206,0.9998886891945626,0.9921392305726344
207,0.9998883975391283,0.9920720359481752
208,0.9998881527711582,0.9920063093991082
209,0.999889137693739,0.99193917550886
210,0.999888634786583,0.9918730526848137
211,0.9998876195938106,0.9918076159692027
212,0.9998882982339624,0.9917367954788209
213,0.9998880993004048,0.991669683437705
214,0.999887678916678,0.991605278328801
215,0.9998874023215185,0.9915347793223934
216,0.9998865355803144,0.9914652453325293
217,0.9998854145695063,0.9914052727597586
218,0.9998842068569695,0.9913394837500998
219,0.9998841721801591,0.9912706984821309
220,0.9998833765289742,0.9912022912092161
221,0.9998820008110734,0.9911303000268546
222,0.9998814754689807,0.991063023461262
223,0.9998817707118223,0.9909949920851109
224,0.9998806285287792,0.9909246769039978
225,0.9998800455797854,0.9908532826882679
226,0.9998800261523257,0.9907804783707691
227,0.9998794002333796,0.9907104405850055
228,0.9998793960647412,0.990641473505394
229,0.999879349173269,0.9905696353008011
230,0.9998792120418143,0.9905014528895192
231,0.999878458647934,0.9904326141692278
232,0.9998783670746546,0.9903652405934755
233,0.9998779915284117,0.9902957592790342
234,0.9998776005640082,0.9902292800877707
235,0.9998769792724865,0.9901593315860344
236,0.9998760943725639,0.9900858025769366
237,0.9998751596332868,0.990012654623315
238,0.9998745472066305,0.9899414009304737
239,0.9998745299568238,0.9898691228346628
240,0.9998737308068574,0.9897934748497891
241,0.9998733310549218,0.9897198360834495
242,0.9998727842996838,0.9896464166678149
243,0.9998730672638537,0.9895701802816426
244,0.9998727822313362,0.98949841388267
245,0.9998724560370922,0.9894301995230952
246,0.999872139177685,0.9893618383130939
247,0.9998724808405483,0.989292112488022
248,0.9998716484649063,0.9892246912120736
249,0.9998716979209914,0.9891582951000016
250,0.9998717870623242,0.989090946451533
251,0.9998722664716599,0.9890213380246177
252,0.9998721774832887,0.9889518331826654
253,0.9998719123227011,0.9888818344531549
254,0.9998711105777456,0.988807928247736
255,0.9998706818835874,0.9887338154797459
256,0.9998697746698096,0.9886613922435988
257,0.9998702220752382,0.9885865764923196
258,0.9998700156323942,0.9885119972933439
259,0.9998696168174049,0.9884357952130939
260,0.9998689515282313,0.9883641167524273
261,0.9998687496973064,0.9882861311896205
262,0.9998687130766127,0.988209670857699
263,0.9998678661202062,0.9881309729247844
264,0.9998670753082215,0.9880527155994151
265,0.9998671239213097,0.9879726653704963
266,0.9998672282590636,0.987898106568784
267,0.9998673691626024,0.9878268389988469
268,0.9998678092325886,0.9877514716182824
269,0.9998681357462578,0.9876787897254513
270,0.9998674714191295,0.9876084523579798
271,0.9998664941311763,0.9875307272778514
272,0.9998660796199577,0.9874582854763646
273,0.9998658750193719,0.987377012514238
274,0.999864491101335,0.9872989889319762
275,0.9998644797808729,0.9872230414869648
276,0.9998636179387115,0.9871455932829085
277,0.9998631814015718,0.9870630541577975
278,0.9998628315288931,0.9869816685909418
279,0.99986299249342,0.9869001203475481
280,0.9998623662631226,0.9868196034963962
281,0.9998617047378738,0.9867410176762877
282,0.9998608490213017,0.9866589703986554
283,0.9998599142501239,0.9865773412169774
284,0.9998592757468269,0.9864965760754062
285,0.999858578385325,0.9864183384098639
286,0.999857781319922,0.9863409025125123
287,0.9998574010097938,0.9862655316838338
288,0.9998568769762874,0.9861868201667395
289,0.9998573194545943,0.9861067224782887
290,0.9998576433028598,0.9860303670541729
291,0.999857391932801,0.9859548690852982
292,0.9998572906359552,0.9858760306397767
293,0.9998576885400223,0.9857976972416611
294,0.9998577388142398,0.9857134984860542
295,0.9998565997163825,0.9856294017264192
296,0.9998563701698556,0.985545316933655
297,0.9998560244540654,0.985463803299959
298,0.9998560183886638,0.9853818301545232
299,0.9998553939676277,0.9853024549555178
300,0.9998548669779159,0.9852237427788317
301,0.9998537060358195,0.9851450131569793
302,0.9998529378527335,0.9850648693976821
303,0.999852178607174,0.9849828894057513
304,0.9998518006253408,0.9849053053399767
305,0.9998514588274209,0.9848247540989009
306,0.9998514868815053,0.9847423935590591
307,0.9998521101982496,0.9846622253527817
308,0.9998513843004548,0.9845827933591079
309,0.9998511099165696,0.984500793719819
310,0.999850378230817,0.9844154365276472
311,0.9998494244012509,0.9843302084940114
312,0.9998497589090413,0.9842438296081573
313,0.9998492090051038,0.9841561159949976
314,0.9998488450485935,0.9840709553101902
315,0.9998476882114534,0.9839873344875456
316,0.9998466393672607,0.9839106030692853
317,0.9998463864862492,0.9838294703704491
318,0.9998465244606819,0.9837440714070224
319,0.9998461474432747,0.9836616092307521
320,0.9998461427070743,0.9835778813054117
321,0.9998454489720378,0.983496985385068
322,0.9998451901703134,0.9834131563149358
323,0.9998439462991696,0.9833305721958641
324,0.999843359189273,0.9832473792719703
325,0.9998439980775936,0.983164450759468
326,0.9998432583602789,0.983086769994651
327,0.9998423928184981,0.9830108304091456
328,0.9998420948944797,0.9829306121461562
329,0.9998419467295896,0.982853900661697
330,0.999841285397873,0.9827721376396431
331,0.9998411200737177,0.9826907560979771
332,0.9998405043743992,0.9826097407405054
333,0.9998400279537527,0.9825255698175659
334,0.9998388002645333,0.9824440971056578
335,0.9998383201906363,0.9823588573284027
336,0.9998379804174354,0.9822756684292493
337,0.9998374086708544,0.9821948167207605
338,0.9998368422654448,0.9821128461044264
339,0.999836322150386,0.9820298370665727
340,0.9998358680427464,0.9819452085965363
341,0.9998345247551342,0.981859942314427
342,0.9998335357958656,0.9817785414615718
343,0.9998327379070479,0.9816994795557007
344,0.9998325183165376,0.9816175252787879
345,0.9998317985307529,0.9815318348433317
346,0.9998301900494878,0.9814461799665765
347,0.9998300589184345,0.9813620893923062
348,0.9998293423932624,0.9812787498198624
349,0.9998290322924795,0.9811864295820409
350,0.9998284484612191,0.9810979782203721
351,0.9998285698677001,0.9810101447738938
352,0.9998281860088628,0.9809255529067582
353,0.9998278007513652,0.9808376882756639
354,0.9998269658603591,0.9807493540365276
355,0.9998265819746466,0.98066007618615
356,0.9998252954688988,0.9805732126660212
357,0.9998249322377484,0.9804862704155094
358,0.999825107325859,0.9804025932291847
359,0.9998238702340284,0.9803150459613623
360,0.9998222815382354,0.9802255889283644
361,0.9998210544676435,0.9801335192780972
362,0.9998203452922151,0.9800422230399035
363,0.9998198941515269,0.9799537494834363
364,0.9998189962189221,0.9798711304721257
365,0.9998181688549423,0.9797916644723194
366,0.9998172176667399,0.9797143545461054
367,0.9998167050118058,0.9796285972896485
368,0.9998167034098615,0.9795473826691232
369,0.9998164205813522,0.9794567745267829
370,0.9998154776579318,0.9793693159365003
371,0.999815543014008,0.9792802007178115
372,0.9998153146800411,0.9791879962858645
373,0.9998146053293469,0.9791004017984175
374,0.9998144888559969,0.9790113235911624
375,0.9998141242192912,0.9789246401852045
376,0.9998128673938506,0.9788459684037132
377,0.9998116965512198,0.9787678377002833
378,0.9998116229586967,0.9786867421895722
379,0.9998122780657993,0.97860715475
380,0.9998108522910398,0.978526475720335
381,0.9998109610425173,0.9784406103925882
382,0.9998112085579725,0.9783518034449882
383,0.9998103308514827,0.9782651496302929
384,0.9998107423447534,0.9781777505023223
385,0.9998101839496923,0.9780883571533617
386,0.9998106258316787,0.9780012971113653
387,0.9998098317497567,0.9779131273756444
388,0.9998099507519335,0.9778187672112209
389,0.9998093664557682,0.9777189596750083
390,0.9998079654767126,0.9776219019358965
391,0.9998070665859506,0.977529432153885
392,0.9998064345969703,0.9774312256535381
393,0.9998054470176624,0.9773359817742634
394,0.9998052513042198,0.9772394116232233
395,0.999804378481615,0.9771482120448634
396,0.9998037002865836,0.9770578609657842
397,0.9998034221491343,0.9769720531674778
398,0.9998031827877949,0.9768857231492571
399,0.9998026482891016,0.9767968317655265
400,0.9998031485256208,0.9767066133958979
401,0.99980311331136,0.9766129040994753
402,0.9998032386843199,0.9765167699453063
403,0.9998023244810801,0.9764187464946993
404,0.9998002533660629,0.9763272995332343
405,0.999799280671563,0.9762343145909701
406,0.9997987728419849,0.9761428613235815
407,0.999798032754367,0.9760459994010137
408,0.9997979767951332,0.9759550107130601
409,0.999797602994594,0.9758660436351061
410,0.9997973646049702,0.9757724383444367
411,0.9997973466344205,0.9756782602931703
412,0.9997978508472928,0.9755888156365438
413,0.9997967042054409,0.9754994733057781
414,0.9997952920871348,0.975407995397612
415,0.9997949177555034,0.975315241259927
416,0.9997942211224079,0.9752213024499077
417,0.9997931007158287,0.9751344205726764
418,0.9997931507530606,0.975044881468434
419,0.9997916274254359,0.9749538909912727
420,0.9997907877067057,0.9748647600734784
421,0.9997902883483506,0.9747702186971146
422,0.9997907920557261,0.9746810081046675
423,0.9997901963278341,0.9745885734152742
424,0.9997888812690562,0.9744950802249823
425,0.9997879882401417,0.9744047605047453
426,0.9997874964211433,0.9743192569095119
427,0.9997856582647427,0.9742301833094046
428,0.9997857612235244,0.974135471660103
429,0.9997849241786771,0.9740431972285923
430,0.9997833269149743,0.9739417369045812
431,0.9997831250708068,0.9738434933660468
432,0.9997832155247413,0.9737461458811915
433,0.9997824556986081,0.9736516289594432
434,0.9997817482259691,0.9735554153831013
435,0.9997812703612388,0.973457168050734
436,0.9997812689009878,0.9733702144341415
437,0.9997800711403504,0.9732832763790422
438,0.9997790986350562,0.973193880548922
439,0.999778744784923,0.9730976813995558
440,0.9997778626206913,0.9730030585552211
441,0.9997767646279624,0.9729100965402939
442,0.9997761926602009,0.9728169714763487
443,0.999775936999494,0.9727282719433105
444,0.999775269688252,0.972628075033721
445,0.9997741605887602,0.9725234851643251
446,0.9997725491941656,0.9724240941096752
447,0.9997728665493295,0.9723284784806188
448,0.9997725008414311,0.9722284616638891
449,0.9997715154640339,0.9721293648536162
450,0.9997710798058854,0.9720299330229105
451,0.9997709378036727,0.9719285519886839
452,0.9997696206336109,0.9718276382705496
453,0.9997698370620107,0.9717285708511642
454,0.9997699939922852,0.9716316211926731
455,0.999769411810777,0.9715348519250323
456,0.9997673526259746,0.9714376262393118
457,0.9997663993419554,0.9713334815637754
458,0.9997665459277681,0.971226379418221
459,0.9997669717751523,0.9711212770702539
460,0.9997672108705323,0.9710188840500413
461,0.9997660717813717,0.9709133886818804
462,0.9997644411828773,0.9708013721306998
463,0.9997634866769668,0.9706935238836362
464,0.9997619536247178,0.9705906508760946
465,0.9997611958732698,0.9704858002340472
466,0.9997597062827668,0.9703809693698637
467,0.9997596001415276,0.9702758451681387
468,0.9997599799419765,0.9701672374307019
469,0.999759261290542,0.9700536739901618
470,0.9997590371030548,0.9699449888386283
471,0.9997593774131212,0.9698413628665492
472,0.9997587441099313,0.9697416892417616
473,0.9997590614930846,0.9696390834182946
474,0.9997583022437679,0.969541758472737
475,0.9997581627161123,0.9694366734691202
476,0.9997574843802463,0.9693225428785601
477,0.999756840340815,0.9692146593177279
478,0.9997563231966416,0.9691090353896407
479,0.9997567858032569,0.9690047507729432
480,0.9997561759641899,0.9688974459986623
481,0.9997558494108089,0.9687881662306909
482,0.9997550797487296,0.9686805276146211
483,0.9997545763757876,0.9685798165843115
484,0.999754632351589,0.9684761585536428
485,0.9997552225954129,0.9683631022892106
486,0.9997550897055775,0.9682490309605969
487,0.999754856569821,0.9681418891215137
488,0.9997543974953744,0.9680368696215009
489,0.9997533487785552,0.9679271176635845
490,0.9997523580800645,0.9678207051566117
491,0.9997514959568229,0.9677139141655109
492,0.9997505001151964,0.9676090746180624
493,0.9997505653222285,0.9675013919432329
494,0.9997495986204058,0.9673969707547344
495,0.9997498262488075,0.9672862866096713
496,0.9997488659118141,0.9671762246101896
497,0.9997487764696105,0.9670737392654444
498,0.9997483307957732,0.9669615389724834
499,0.9997481359567323,0.9668433530314169
500,0.9997472151515324,0.9667285362102522
501,0.9997486684817044,0.9666183880694903
502,0.9997481959371235,0.9665063792183752
503,0.9997480232542275,0.9663949499160789
504,0.9997478048795433,0.9662809392303009
505,0.9997478980985479,0.9661664563092278
506,0.9997475572288721,0.9660549901662366
507,0.999746094133368,0.965941862201687
508,0.999746201316528,0.9658240273019003
509,0.9997456222178944,0.9657077960788343
510,0.9997452805504545,0.9655918266952875
511,0.9997442800629176,0.9654793923838025
512,0.9997424648712673,0.9653556195178803
513,0.9997423120636927,0.9652366848391972
514,0.9997417300945635,0.965119012913453
515,0.9997403327436915,0.9650044110652647
516,0.9997389786020829,0.9648968097683862
517,0.9997378047863471,0.9647914672899318
518,0.999737067122087,0.9646804453858215
519,0.9997367337600171,0.9645769968422795
520,0.9997361207419913,0.9644759137471478
521,0.9997368998758297,0.9643742120110087
522,0.9997366185274422,0.9642717430065771
523,0.9997365262164212,0.9641617384733636
524,0.9997349586902076,0.9640489038919235
525,0.9997342962135719,0.9639404703260488
526,0.9997338846410485,0.9638283077243904
527,0.9997337092335435,0.9637076710739304
528,0.9997338514939392,0.9635849663246904
529,0.9997331393968197,0.96346866069485
530,0.9997318411609619,0.9633544032617709
531,0.9997330422726144,0.9632498127173481
532,0.9997310186391462,0.9631453226622271
533,0.9997299553701016,0.9630295495202348
534,0.9997285591481345,0.9629179437066538
535,0.999727058847484,0.9628042383380983
536,0.9997254530487065,0.9626931145167661
537,0.9997251638817756,0.9625833994778922
538,0.9997258445472588,0.9624775343932715
539,0.9997244391786334,0.9623578538572278
540,0.9997238945287411,0.9622429652277292
541,0.9997231021339883,0.9621214595671425
542,0.9997226235107947,0.9620067672712423
543,0.9997226123156558,0.9618943182143094
544,0.999721951334807,0.9617842479478049
545,0.9997212857764305,0.9616691350083817
546,0.999721519375055,0.9615563625981751
547,0.9997218913544905,0.9614332347624054
548,0.9997211363347771,0.9613168238131962
549,0.9997213370065032,0.9611990463672182
550,0.9997199660822189,0.9610749584364919
551,0.9997197490582836,0.9609604424973958
552,0.9997190648052997,0.9608460339324483
553,0.9997182170347131,0.9607234108439422
554,0.9997183407234772,0.960609996846525
555,0.9997192045531644,0.9604928670241416
556,0.9997193860044749,0.960383275191755
557,0.9997190145552094,0.9602791863375522
558,0.999717993947879,0.9601720338157135
559,0.9997170557785079,0.9600580530796744
560,0.9997167165563778,0.9599504464933213
561,0.999716499573545,0.9598328990609403
562,0.9997159280955467,0.9597022881419359
563,0.9997159131379083,0.9595763019295916
564,0.9997149185258793,0.9594539652474063
565,0.9997141913932297,0.9593374063325036
566,0.9997149347047072,0.9592068345687933
567,0.9997144244449296,0.9590758730882001
568,0.9997139408391761,0.9589502406460358
569,0.9997139367568926,0.9588255204129653
570,0.9997130082173703,0.9587071277229244
571,0.9997122246706961,0.9585867947089425
572,0.9997114051877624,0.9584616310454157
573,0.9997100846083589,0.9583369560270387
574,0.9997107053432672,0.9582164621443576
575,0.9997100079909006,0.9580894190541114
576,0.9997094325638763,0.9579699668276069
577,0.9997095987829271,0.9578464451502091
578,0.9997088528041759,0.9577211140714684
579,0.9997086032210794,0.9575875085189232
580,0.9997069615001298,0.9574532799689582
581,0.9997040252488872,0.9573312570526022
582,0.9997020993466201,0.9572059525609778
583,0.9997001120115584,0.9570878827096626
584,0.9997006918871647,0.9569696370806423
585,0.9996993228341781,0.9568497294604585
586,0.9996983109291031,0.9567345196913102
587,0.9996988279902268,0.9566229604518428
588,0.9996978472489771,0.9565088228292489
589,0.9996965220362601,0.956400338060414
590,0.9996961012626366,0.9562795124183353
591,0.9996959027258856,0.9561661381799467
592,0.9996936201074582,0.9560495727852523
593,0.9996930266317829,0.9559413173232217
594,0.9996925515047946,0.9558317118349366
595,0.9996915370386475,0.955720423308607
596,0.9996902517131172,0.9556128825292617
597,0.9996900039916539,0.9555063327573594
598,0.9996902900360708,0.9553990038107623
599,0.9996884306531102,0.9552873199087619
600,0.9996870521104869,0.9551768218651194
601,0.9996865488597309,0.9550605804178135
602,0.9996872304086738,0.9549514050054372
603,0.9996869055803549,0.9548470782300029
604,0.9996857260303357,0.9547393798026758
605,0.999685013821861,0.9546314400946149
606,0.9996844598697497,0.9545142114232364
607,0.9996835483754013,0.9543959994411629
608,0.9996828144662405,0.9542732049614008
609,0.9996826143930876,0.954155576808614
610,0.9996815288166491,0.9540346489396857
611,0.9996813176714788,0.9539123883928037
612,0.9996801676921839,0.9537881865771353
613,0.9996795011052384,0.9536592230997942
614,0.9996781340832854,0.9535221253060142
615,0.9996772535386251,0.9533893916867392
616,0.9996772720003304,0.9532647825575704
617,0.9996780632498753,0.9531363838688408
618,0.9996779985139013,0.953008870591355
619,0.9996783127352139,0.9528846341393667
620,0.9996785590579127,0.9527607735699286
621,0.9996785545301498,0.9526337864683114
622,0.9996776470173132,0.9525075479438783
623,0.9996766863938855,0.952380298321799
624,0.9996781083845858,0.9522536288053183
625,0.999678159979876,0.9521303557031704
626,0.9996791783549939,0.9519990250425834
627,0.9996777040982261,0.951873556493571
628,0.9996773628608909,0.9517536168211534
629,0.9996770626776293,0.9516324563852868
630,0.9996768751705178,0.9514982747199251
631,0.9996768184377967,0.9513711773599652
632,0.9996776471758586,0.9512441145383611
633,0.9996768737651817,0.9511222156919156
634,0.9996753830351426,0.9509929209390485
635,0.9996746265350306,0.9508664661343057
636,0.9996742755380046,0.9507430296216871
637,0.9996729481624587,0.9506233790001556
638,0.9996726400392569,0.9505011620106768
639,0.9996715898800974,0.950368557973649
640,0.9996705307177822,0.9502358155756191
641,0.9996699846496396,0.9501115470873989
642,0.9996692622694903,0.9499845895044884
643,0.999669446770594,0.9498623805591946
644,0.9996694872086364,0.949745112631155
645,0.9996692432132509,0.9496202899295223
646,0.9996699171182213,0.9494913755558866
647,0.9996703483142555,0.9493696329376954
648,0.9996716639210722,0.949249149566016
649,0.9996715764641374,0.9491227305418197
650,0.9996709519661158,0.9489995786044411
651,0.9996700626566806,0.9488727678465956
652,0.9996703006540502,0.948754197345403
653,0.9996706713829047,0.9486327128036008
654,0.9996700652762418,0.9485087029231712
655,0.9996702518761765,0.9483780208739672
656,0.9996690640926158,0.9482586356195356
657,0.9996690312180897,0.9481423605451393
658,0.9996682164203995,0.9480178271816234
659,0.9996675127709852,0.9478993035021827
660,0.999666136180412,0.9477756108026658
661,0.9996640590473821,0.9476483193276345
662,0.9996641741570075,0.9475276037957101
663,0.9996640369321476,0.947407350387714
664,0.9996644565931251,0.9472922524648184
665,0.9996650752118378,0.9471806454832016
666,0.9996645666216366,0.9470600444065829
667,0.9996638720045217,0.9469410576091091
668,0.9996627863940699,0.946816822417256
669,0.9996623085894453,0.9466972378122971
670,0.9996618844841517,0.9465803560285887
671,0.9996620689709612,0.9464593318430313
672,0.9996619909635208,0.9463266394191541
673,0.9996618153786199,0.946203162971764
674,0.9996604128734543,0.9460768295587795
675,0.9996592678231786,0.9459486100124341
676,0.9996593339690921,0.9458224969288911
677,0.9996577108458421,0.9457025887153866
678,0.9996568999857756,0.9455786899689815
679,0.9996561389135697,0.9454573403656678
680,0.9996555424372195,0.9453425641229846
681,0.9996540846689277,0.9452266949831741
682,0.9996520756524674,0.9451038612728678
683,0.9996500975612919,0.9449880024316916
684,0.9996501023544672,0.9448666855026838
685,0.9996493588923459,0.9447463355528287
686,0.999650577418954,0.9446283970692178
687,0.9996503196826979,0.944501653466673
688,0.999650178243418,0.9443798306899137
689,0.9996497515917442,0.9442579507168896
690,0.9996486429502074,0.9441405147813545
691,0.9996497297487014,0.9440148325626065
692,0.9996482053530783,0.9438967294120952
693,0.9996478783700864,0.943783640072039
694,0.9996470694048167,0.9436602231753953
695,0.9996456042481874,0.9435333195754144
696,0.9996457002333591,0.9434099366965181
697,0.9996451221150506,0.9432891915545366
698,0.9996424372682368,0.9431645783751424
699,0.999641698469012,0.9430423119814239
700,0.9996406517566517,0.9429209406259114
701,0.999640732348112,0.9428017168919602
702,0.99964086013786,0.9426811588582011
703,0.9996409342578605,0.9425564447833902
704,0.9996420986327347,0.942426123041623
