Step,Free,Echo,CPMG,UDD
130,0.020061268953588205,0.020061268953588205,0.020061268953588205,0.6386325600666193
131,0.020861694448144195,0.020861694448144195,0.020861694448144195,0.6087062067632252
132,0.02162911759653531,0.02162911759653531,0.02162911759653531,0.578808749692607
133,0.022327743261338653,0.022327743261338653,0.022327743261338653,0.5490907728448206
134,0.022957202208140605,0.022957202208140605,0.022957202208140605,0.5196551181356476
135,0.023510603287482588,0.023510603287482588,0.023510603287482588,0.4906615677463201
136,0.02396539823700826,0.02396539823700826,0.02396539823700826,0.4622027625453144
137,0.024265492142161192,0.024265492142161192,0.024265492142161192,0.4343949350426939
138,0.024464767927018002,0.024464767927018002,0.024464767927018002,0.40736585999594654
139,0.024528409894175467,0.024528409894175467,0.024528409894175467,0.38119684704051254
140,0.024551155321653226,0.024551155321653226,0.024551155321653226,0.35592145578856926
141,0.02439584274151624,0.02439584274151624,0.02439584274151624,0.3316430238083649
142,0.024058715557103746,0.024058715557103746,0.024058715557103746,0.3083970937388896
143,0.023622132390236188,0.023622132390236188,0.023622132390236188,0.2862271948528118
144,0.023023992539332176,0.023023992539332176,0.023023992539332176,0.2650978582651953
145,0.02226847259660539,0.02226847259660539,0.02226847259660539,0.24507430811325406
146,0.021430568692042816,0.021430568692042816,0.021430568692042816,0.22622377659977463
147,0.020476760831967113,0.020476760831967113,0.020476760831967113,0.20847166282413393
148,0.019369080769013523,0.019369080769013523,0.019369080769013523,0.19176435953430218
149,0.018115460608365597,0.018115460608365597,0.018115460608365597,0.17611483195628194
150,0.016807894294380572,0.016807894294380572,0.016807894294380572,0.1615838483102512
151,0.015473105757233404,0.015473105757233404,0.015473105757233404,0.14805771361345993
152,0.014025094244414704,0.014025094244414704,0.014025094244414704,0.13547683111621803
153,0.01250503284929686,0.01250503284929686,0.01250503284929686,0.12382388969657307
154,0.01101266220460325,0.01101266220460325,0.01101266220460325,0.11305205755138947
155,0.00955912216709455,0.00955912216709455,0.00955912216709455,0.10320077378844658
156,0.008150579768644377,0.008150579768644377,0.008150579768644377,0.09418638887583472
157,0.006792439489552805,0.006792439489552805,0.006792439489552805,0.08593580408204288
158,0.005470043720021252,0.005470043720021252,0.005470043720021252,0.07839154375904497
159,0.004255053086757837,0.004255053086757837,0.004255053086757837,0.07154616158961391
160,0.0031622336465181354,0.0031622336465181354,0.0031622336465181354,0.06527923020043
161,0.002199780087521937,0.002199780087521937,0.002199780087521937,0.05959945653873795
162,0.0014364856346770019,0.0014364856346770019,0.0014364856346770019,0.05445450482311408
163,0.0008208694174070281,0.0008208694174070281,0.0008208694174070281,0.04982662237568215
164,0.0003943189122818964,0.0003943189122818964,0.0003943189122818964,0.04565115000269985
165,0.00013703763226584443,0.00013703763226584443,0.00013703763226584443,0.04184889391576343
166,0.00009376774939528687,0.00009376774939528687,0.00009376774939528687,0.03841739023350911
167,0.0002542172992045266,0.0002542172992045266,0.0002542172992045266,0.03533491996926752
168,0.0006373657361726188,0.0006373657361726188,0.0006373657361726188,0.0325918361987839
169,0.0011915924952553957,0.0011915924952553957,0.0011915924952553957,0.030200978095925153
170,0.001907696084160719,0.001907696084160719,0.001907696084160719,0.028080539130766902
171,0.0027987685145221377,0.0027987685145221377,0.0027987685145221377,0.02619680515028484
172,0.0038795658072091756,0.0038795658072091756,0.0038795658072091756,0.024539398258860673
173,0.005086985304008629,0.005086985304008629,0.005086985304008629,0.02304228951804086
174,0.006428274615754286,0.006428274615754286,0.006428274615754286,0.02172681670617843
175,0.007845549347462007,0.007845549347462007,0.007845549347462007,0.020584079467820666
176,0.009369675197415724,0.009369675197415724,0.009369675197415724,0.019504140229533222
177,0.010931867340649435,0.010931867340649435,0.010931867340649435,0.018599154996437117
178,0.012539513623624352,0.012539513623624352,0.012539513623624352,0.017800831044213795
179,0.01414959267484326,0.01414959267484326,0.01414959267484326,0.01711733570784299
180,0.01574527438261594,0.01574527438261594,0.01574527438261594,0.016499088630646697
181,0.017266869607042656,0.017266869607042656,0.017266869607042656,0.015932214556762286
182,0.018708198892377483,0.018708198892377483,0.018708198892377483,0.015423196942323959
183,0.020022281350298078,0.020022281350298078,0.020022281350298078,0.014934148343147888
184,0.021201982729118326,0.021201982729118326,0.021201982729118326,0.014476475039501011
185,0.022248639857662192,0.022248639857662192,0.022248639857662192,0.014068245978282413
186,0.02310454115070875,0.02310454115070875,0.02310454115070875,0.01363848799092461
187,0.02378612840603837,0.02378612840603837,0.02378612840603837,0.013267818867916977
188,0.02426180693734587,0.02426180693734587,0.02426180693734587,0.012882935774546475
189,0.02451518582868324,0.02451518582868324,0.02451518582868324,0.01249491340421507
190,0.02450244343073275,0.02450244343073275,0.02450244343073275,0.012102444281254383
191,0.024323429756205325,0.024323429756205325,0.024323429756205325,0.011642984566388022
192,0.023894717020817337,0.023894717020817337,0.023894717020817337,0.011156626977583598
193,0.023296471725845556,0.023296471725845556,0.023296471725845556,0.010707274836742515
194,0.02241059730615222,0.02241059730615222,0.02241059730615222,0.010226878531428287
195,0.02133066664457302,0.02133066664457302,0.02133066664457302,0.00974365480721616
196,0.02007176001980875,0.02007176001980875,0.02007176001980875,0.009221235696453793
197,0.01860922576531018,0.01860922576531018,0.01860922576531018,0.008723235115796084
198,0.016991711525483937,0.016991711525483937,0.016991711525483937,0.00817939281419266
199,0.015252445177058342,0.015252445177058342,0.015252445177058342,0.007578674347788798
200,0.013385071734111643,0.013385071734111643,0.013385071734111643,0.006988529447937099
201,0.011390252540089454,0.011390252540089454,0.011390252540089454,0.006425177566028681
202,0.009348016622639664,0.009348016622639664,0.009348016622639664,0.005845268466974839
203,0.007245650610982761,0.007245650610982761,0.007245650610982761,0.005227883574500844
204,0.005136594194984722,0.005136594194984722,0.005136594194984722,0.004655207520956818
205,0.0030090919807095684,0.0030090919807095684,0.0030090919807095684,0.004085330260192259
206,0.0009373135265781585,0.0009373135265781585,0.0009373135265781585,0.0035858014074732973
207,-0.0010897661095464707,-0.0010897661095464707,-0.0010897661095464707,0.0031168308343451512
208,-0.003020313270357963,-0.003020313270357963,-0.003020313270357963,0.0027216030197305613
209,-0.004867916566658124,-0.004867916566658124,-0.004867916566658124,0.002338538176228288
210,-0.006574270222530698,-0.006574270222530698,-0.006574270222530698,0.0020222864573733864
211,-0.008170929439060297,-0.008170929439060297,-0.008170929439060297,0.0017960459010467832
212,-0.009625330533686808,-0.009625330533686808,-0.009625330533686808,0.001637566254182814
213,-0.01088070726110124,-0.01088070726110124,-0.01088070726110124,0.0015348168174197045
214,-0.01195959930761969,-0.01195959930761969,-0.01195959930761969,0.001531262191018012
215,-0.012873180041246686,-0.012873180041246686,-0.012873180041246686,0.0015694163142491587
216,-0.013591058092150209,-0.013591058092150209,-0.013591058092150209,0.0017204318715333855
217,-0.01412627705557612,-0.01412627705557612,-0.01412627705557612,0.0019302882843127893
218,-0.014455987028030068,-0.014455987028030068,-0.014455987028030068,0.002170597644678242
219,-0.014553818617213356,-0.014553818617213356,-0.014553818617213356,0.0025056835119257378
220,-0.014514147589777409,-0.014514147589777409,-0.014514147589777409,0.0028744421627676397
221,-0.014333134655756514,-0.014333134655756514,-0.014333134655756514,0.003287795394183801
222,-0.013951446436867678,-0.013951446436867678,-0.013951446436867678,0.002871350840931095
223,-0.013361475644918198,-0.013361475644918198,-0.013361475644918198,0.0024443411203601117
224,-0.012640915083833784,-0.012640915083833784,-0.012640915083833784,0.0021000500437020663
225,-0.011850346000701993,-0.011850346000701993,-0.011850346000701993,0.001764403505770268
226,-0.01089132285551746,-0.01089132285551746,-0.01089132285551746,0.0015157215983669268
227,-0.009763648231366271,-0.009763648231366271,-0.009763648231366271,0.0014108826795765906
228,-0.008606910826142533,-0.008606910826142533,-0.008606910826142533,0.001357476750529159
229,-0.007369338656893476,-0.007369338656893476,-0.007369338656893476,0.0013735668184306222
230,-0.006070262712530547,-0.006070262712530547,-0.006070262712530547,0.0014747757341213247
231,-0.004689148265475272,-0.004689148265475272,-0.004689148265475272,0.001666641963892152
232,-0.0032484848409025115,-0.0032484848409025115,-0.0032484848409025115,0.001859913510372496
233,-0.0017577126585111992,-0.0017577126585111992,-0.0017577126585111992,0.002155751678493508
234,-0.0003026759421875695,-0.0003026759421875695,-0.0003026759421875695,0.002559413218940268
235,0.001165508845787615,0.001165508845787615,0.001165508845787615,0.0029924830659911732
236,0.0026431416253012473,0.0026431416253012473,0.0026431416253012473,0.0035080859391063697
237,0.004115255141867365,0.004115255141867365,0.004115255141867365,0.004076479922621338
238,0.005583485798708225,0.005583485798708225,0.005583485798708225,0.004680134927356124
239,0.007027112537811628,0.007027112537811628,0.007027112537811628,0.005249292334524018
240,0.008459477720971765,0.008459477720971765,0.008459477720971765,0.005851608764163405
241,0.009828020463665568,0.009828020463665568,0.009828020463665568,0.006477553381339369
242,0.011139593388562418,0.011139593388562418,0.011139593388562418,0.007143990710641649
243,0.012383175859143634,0.012383175859143634,0.012383175859143634,0.0077683826564268295
244,0.013603155974387866,0.013603155974387866,0.013603155974387866,0.008374910560006391
245,0.014768422215519968,0.014768422215519968,0.014768422215519968,0.008941532736071813
246,0.015852374491287242,0.015852374491287242,0.015852374491287242,0.009486402751412349
247,0.01685963490534769,0.01685963490534769,0.01685963490534769,0.010023823885548058
248,0.017780525746782665,0.017780525746782665,0.017780525746782665,0.010569189583604094
249,0.018680254227261023,0.018680254227261023,0.018680254227261023,0.011062499478998856
250,0.01951292589557206,0.01951292589557206,0.01951292589557206,0.011578608350962928
251,0.02023265129238835,0.02023265129238835,0.02023265129238835,0.01207092460937949
252,0.020888588573855508,0.020888588573855508,0.020888588573855508,0.012550694657365774
253,0.021456530056145357,0.021456530056145357,0.021456530056145357,0.013013656936209473
254,0.021911435646445526,0.021911435646445526,0.021911435646445526,0.013456322298108699
255,0.02227121501746395,0.02227121501746395,0.02227121501746395,0.013913472594269035
256,0.022511911555520108,0.022511911555520108,0.022511911555520108,0.014353023251175715
257,0.02276867402977783,0.02276867402977783,0.02276867402977783,0.014778202293854526
258,0.02286419179756453,0.02286419179756453,0.02286419179756453,0.015230667086038778
259,0.02291693437185444,0.02291693437185444,0.02291693437185444,0.015679997764315896
260,0.022900186762297155,0.022900186762297155,0.022900186762297155,0.016167954197939642
261,0.022753179436567943,0.022753179436567943,0.022753179436567943,0.016705040299450934
262,0.02252022971213103,0.02252022971213103,0.02252022971213103,0.01729409592665185
263,0.022230336654497716,0.022230336654497716,0.022230336654497716,0.017910192682485053
264,0.02190820530189669,0.02190820530189669,0.02190820530189669,0.018668787161049003
265,0.021527095418436167,0.021527095418436167,0.021527095418436167,0.019514945676827822
266,0.02107546226891542,0.02107546226891542,0.02107546226891542,0.02048864022179671
267,0.020584930277632564,0.020584930277632564,0.020584930277632564,0.02156975504494327
268,0.020041139548182478,0.020041139548182478,0.020041139548182478,0.02278546330043215
269,0.019444397640721967,0.019444397640721967,0.019444397640721967,0.024138561604184594
270,0.01878599500073997,0.01878599500073997,0.01878599500073997,0.025648003150433547
271,0.018107726033036974,0.018107726033036974,0.018107726033036974,0.027362922174408045
272,0.01738161261006251,0.01738161261006251,0.01738161261006251,0.029315109192951532
273,0.016630934641043992,0.016630934641043992,0.016630934641043992,0.03151659881679719
274,0.01587732196745866,0.01587732196745866,0.01587732196745866,0.0339792578592409
275,0.015097331135277933,0.015097331135277933,0.015097331135277933,0.03674672615586575
276,0.014319496065703352,0.014319496065703352,0.014319496065703352,0.03981547106686977
277,0.013576055686574192,0.013576055686574192,0.013576055686574192,0.04324043435614541
278,0.012849966612214832,0.012849966612214832,0.012849966612214832,0.047079019532753646
279,0.012212421824233183,0.012212421824233183,0.012212421824233183,0.051327882879266845
280,0.01159097376335502,0.01159097376335502,0.01159097376335502,0.05601033712749627
281,0.011000534107508553,0.011000534107508553,0.011000534107508553,0.06122282962862054
282,0.010460262515623913,0.010460262515623913,0.010460262515623913,0.06693865038918548
283,0.009950984729224061,0.009950984729224061,0.009950984729224061,0.07323310270704014
284,0.00949611696001747,0.00949611696001747,0.00949611696001747,0.08015788074982262
285,0.00909227717449274,0.00909227717449274,0.00909227717449274,0.0877233876720747
286,0.008712221313252697,0.008712221313252697,0.008712221313252697,0.09601422787682452
287,0.008356385875050368,0.008356385875050368,0.008356385875050368,0.1051073298422848
288,0.008022141918905646,0.008022141918905646,0.008022141918905646,0.1150008679889204
289,0.0077386052765602694,0.0077386052765602694,0.0077386052765602694,0.1257482012106668
290,0.007505731155318565,0.007505731155318565,0.007505731155318565,0.13740583642026338
291,0.0073425291379260954,0.0073425291379260954,0.0073425291379260954,0.1499793391964834
292,0.007246153359481953,0.007246153359481953,0.007246153359481953,0.1635284224929551
293,0.007128410407682321,0.007128410407682321,0.007128410407682321,0.1780868322540333
294,0.00706821494325467,0.00706821494325467,0.00706821494325467,0.1936997934594555
295,0.007018164312443446,0.007018164312443446,0.007018164312443446,0.21040093339051186
296,0.006980814757647331,0.006980814757647331,0.006980814757647331,0.22816620610755597
297,0.006956494964061118,0.006956494964061118,0.006956494964061118,0.24699764531526955
298,0.006982824384845312,0.006982824384845312,0.006982824384845312,0.2669104977769044
299,0.006998345749014491,0.006998345749014491,0.006998345749014491,0.2879004409215438
300,0.0069847101490419575,0.0069847101490419575,0.0069847101490419575,0.3099611862183263
301,0.007034893449443443,0.007034893449443443,0.007034893449443443,0.3331102588846005
302,0.007090071096838997,0.007090071096838997,0.007090071096838997,0.3572326722150685
303,0.007129758730652151,0.007129758730652151,0.007129758730652151,0.3823184672586967
304,0.007134681595371037,0.007134681595371037,0.007134681595371037,0.4083048496486944
305,0.007136348951846917,0.007136348951846917,0.007136348951846917,0.4351230607986674
306,0.007077153894486778,0.007077153894486778,0.007077153894486778,0.4626916912175671
307,0.007071228946010606,0.007071228946010606,0.007071228946010606,0.49084467759985373
308,0.007055811207410183,0.007055811207410183,0.007055811207410183,0.5195166323714049
309,0.007117174165491301,0.007117174165491301,0.007117174165491301,0.5485886607389371
310,0.0071938689462359255,0.0071938689462359255,0.0071938689462359255,0.5779645746354254
311,0.007284474023187339,0.007284474023187339,0.007284474023187339,0.6074651042084015
312,0.007384626792347282,0.007384626792347282,0.007384626792347282,0.6369379498670665
313,0.007539276967485156,0.007539276967485156,0.007539276967485156,0.666319603708372
314,0.007761093686736608,0.007761093686736608,0.007761093686736608,0.6953911841986358
315,0.008006636897108373,0.008006636897108373,0.008006636897108373,0.7239813413896758
316,0.008341948370744152,0.008341948370744152,0.008341948370744152,0.7518626714425143
317,0.008747827944218602,0.008747827944218602,0.008747827944218602,0.778944016317892
318,0.009251556296806207,0.009251556296806207,0.009251556296806207,0.8050274497423284
319,0.009804212212242916,0.009804212212242916,0.009804212212242916,0.829962876814328
320,0.01045173723808116,0.01045173723808116,0.01045173723808116,0.853563957320538
321,0.011184282721020698,0.011184282721020698,0.011184282721020698,0.8756897525301323
322,0.011924084139731565,0.011924084139731565,0.011924084139731565,0.8961921472919159
323,0.012709774505278824,0.012709774505278824,0.012709774505278824,0.9149231127553211
324,0.013563965705945608,0.013563965705945608,0.013563965705945608,0.9317339013858862
325,0.014441031777412936,0.014441031777412936,0.014441031777412936,0.9465195820806808
326,0.015402243711649938,0.015402243711649938,0.015402243711649938,0.9591953457796195
327,0.016384013780722188,0.016384013780722188,0.016384013780722188,0.9696361173248338
328,0.0173883512187425,0.0173883512187425,0.0173883512187425,0.9777847740620478
329,0.018455172780454564,0.018455172780454564,0.018455172780454564,0.9835602474183032
330,0.01952183552767718,0.01952183552767718,0.01952183552767718,0.9869153944597697
331,0.02062301659413697,0.02062301659413697,0.02062301659413697,0.9878491115765942
332,0.021707549804715277,0.021707549804715277,0.021707549804715277,0.986334861517768
333,0.022747516198754196,0.022747516198754196,0.022747516198754196,0.9823861235308448
334,0.023779211558737925,0.023779211558737925,0.023779211558737925,0.9760278490176035
335,0.024787939833796416,0.024787939833796416,0.024787939833796416,0.967303732866143
336,0.025744747773489476,0.025744747773489476,0.025744747773489476,0.9562784512767516
337,0.026697357337479792,0.026697357337479792,0.026697357337479792,0.943040606087324
338,0.027635685421328323,0.027635685421328323,0.027635685421328323,0.9276665661091469
339,0.028526649917618004,0.028526649917618004,0.028526649917618004,0.910261310453842
340,0.029355317097775873,0.029355317097775873,0.029355317097775873,0.8909709917785135
341,0.030143892035594193,0.030143892035594193,0.030143892035594193,0.8698907727943058
342,0.03085668707437082,0.03085668707437082,0.03085668707437082,0.8472093419659034
343,0.03152830944300013,0.03152830944300013,0.03152830944300013,0.8230413623688482
344,0.03213140246413676,0.03213140246413676,0.03213140246413676,0.7975779771257745
345,0.03271468768722584,0.03271468768722584,0.03271468768722584,0.7709415880795117
346,0.03321298928545144,0.03321298928545144,0.03321298928545144,0.7433054553328131
347,0.03367067028423964,0.03367067028423964,0.03367067028423964,0.7149092236890157
348,0.03407679495574428,0.03407679495574428,0.03407679495574428,0.6858419913898959
349,0.034454078571732,0.034454078571732,0.034454078571732,0.6563380212192707
350,0.034786669394815777,0.034786669394815777,0.034786669394815777,0.6264818417027489
351,0.03514488972881805,0.03514488972881805,0.03514488972881805,0.5964682974937411
352,0.03546123975835301,0.03546123975835301,0.03546123975835301,0.5664639935574038
353,0.03577598616870971,0.03577598616870971,0.03577598616870971,0.5366033461459143
354,0.036035746506546444,0.036035746506546444,0.036035746506546444,0.5070608178871407
355,0.03632506873635069,0.03632506873635069,0.03632506873635069,0.4779563667462032
356,0.03660718982442914,0.03660718982442914,0.03660718982442914,0.4494171333425556
357,0.03680792967246033,0.03680792967246033,0.03680792967246033,0.42157627987447144
358,0.036969879057445226,0.036969879057445226,0.036969879057445226,0.3944280769478216
359,0.03715457476616092,0.03715457476616092,0.03715457476616092,0.36813485169012444
360,0.037353656243461944,0.037353656243461944,0.037353656243461944,0.3427334985548274
361,0.03747259859274794,0.03747259859274794,0.03747259859274794,0.3183073782965894
